
C3H7O              2   487.900     4.820     0.000     0.000     1.000 ! nmm
IC3H7O             2   487.900     4.820     0.000     0.000     1.000 !
C3H7O2             2   487.900     4.820     0.000     0.000     1.000 ! nmm
IC3H7O2            2   487.900     4.820     0.000     0.000     1.000 !
C3H7O2H            2   487.900     4.820     0.000     0.000     1.000 ! nmm
IC3H7O2H            2   487.900     4.820     0.000     0.000     1.000 !
C4H6               2   357.000     5.180     0.000     0.000     1.000
I*C3H7             2   266.800     4.982     0.000     0.000     1.000
N*C3H7             2   266.800     4.982     0.000     0.000     1.000
IC3H7              2   266.800     4.982     0.000     0.000     1.000 ! new
C3H8               2   266.800     4.982     0.000     0.000     1.000
C4H                1   357.000     5.180     0.000     0.000     1.000
C4H2               1   357.000     5.180     0.000     0.000     1.000
C4H2OH             2   224.700     4.162     0.000     0.000     1.000  !(*)
C4H3               1   357.000     5.180     0.000     0.000     1.000
NC4H3              1   357.000     5.180     0.000     0.000     1.000
IC4H3              1   357.000     5.180     0.000     0.000     1.000
C4H4               1   357.000     5.180     0.000     0.000     1.000
NC4H5              2   357.000     5.180     0.000     0.000     1.000  ! new
IC4H5              2   357.000     5.180     0.000     0.000     1.000  ! new
C4H5-2             2   357.000     5.180     0.000     0.000     1.000  ! new
C-C4H5             2   357.000     5.180     0.000     0.000     1.000  ! new
C4H6               2   357.000     5.180     0.000     0.000     1.000  ! new
C4H612             2   357.000     5.180     0.000     0.000     1.000  ! new
C4H6-2             2   357.000     5.180     0.000     0.000     1.000  ! new
C4H8               2   357.000     5.176     0.000     0.000     1.000
C4H82              2   357.000     5.176     0.000     0.000     1.000  ! new
IC4H8              2   357.000     5.176     0.000     0.000     1.000  ! new
C4H9               2   357.000     5.176     0.000     0.000     1.000
PC4H9              2   357.000     5.176     0.000     0.000     1.000
SC4H9              2   357.000     5.176     0.000     0.000     1.000
IC4H9              2   357.000     5.176     0.000     0.000     1.000
TC4H9              2   357.000     5.176     0.000     0.000     1.000
S*C4H9             2   357.000     5.176     0.000     0.000     1.000
IC4H9              2   357.000     5.176     0.000     0.000     1.000
I*C4H9             2   357.000     5.176     0.000     0.000     1.000
C4H10              2   352.000     5.240     0.000     0.000     1.000 ! new
IC4H10             2   352.000     5.240     0.000     0.000     1.000 ! new
C4H7               2   355.000     4.650     0.000     0.000     1.000 ! new 
IC4H7              2   355.000     4.650     0.000     0.000     1.000 ! new    
C4H8O              2   464.200     5.009     2.600     0.000     1.000 ! new 
IC4H8O             2   464.200     5.009     2.600     0.000     1.000 ! new
C4H7O              2   464.200     5.009     2.600     0.000     1.000 ! new 
IC4H7O             2   464.200     5.009     2.600     0.000     1.000 
C4H9O              2   496.000     5.200     0.000     0.000     1.000 ! new
IC4H9O             2   496.000     5.200     0.000     0.000     1.000
C4H9O2             2   496.000     5.200     0.000     0.000     1.000 ! new 
IC4H9O2             2   496.000     5.200     0.000     0.000     1.000 
C4H4O              1   357.000     5.180     0.000     0.000     1.000 ! new      
C4H10O2            2   496.000     5.200     0.000     0.000     1.000 ! new 
IC4H10O2            2   496.000     5.200     0.000     0.000     1.000
C5H2               1   357.000     5.180     0.000     0.000     1.000
C5H3               1   357.000     5.180     0.000     0.000     1.000
C5H4O              2   450.000     5.500     0.000     0.000     1.000 ! new
C5H4OH             2   450.000     5.500     0.000     0.000     1.000 ! new  
C5H5               1   357.000     5.180     0.000     0.000     1.000  ! new
C5H5O(2,4)         2   450.000     5.500     0.000     0.000     1.000 ! new 
C5H5O(1,3)         2   450.000     5.500     0.000     0.000     1.000 ! new
C5H5OH             2   450.000     5.500     0.000     0.000     1.000 ! new 
C5H6               1   357.000     5.180     0.000     0.000     1.000 ! new
1C5H7              2   408.000     5.200     0.000     0.000     1.000 ! new
LC5H7              2   408.000     5.200     0.000     0.000     1.000 ! new
C5H9O              2   476.000     5.778     2.600     0.000     1.000 ! new
IC5H9O             2   476.000     5.778     2.600     0.000     1.000 
C5H10O             2   476.000     5.778     2.600     0.000     1.000 ! new 
IC5H10O            2   476.000     5.778     2.600     0.000     1.000   
C5H12              2   391.700     5.591     0.000     0.000     1.000 ! new
IC5H12             2   391.700     5.591     0.000     0.000     1.000
C5H11O             2   523.000     5.664     1.700     0.000     1.000 ! new
IC5H11O            2   523.000     5.664     1.700     0.000     1.000 
C5H11              2   523.000     5.664     1.700     0.000     1.000 ! new 
IC5H11             2   523.000     5.664     1.700     0.000     1.000  
C5H11O2            2   523.000     5.664     1.700     0.000     1.000 ! new 
IC5H11O2           2   523.000     5.664     1.700     0.000     1.000 
C5H12O2            2   523.000     5.664     1.700     0.000     1.000 ! new
IC5H12O2           2   523.000     5.664     1.700     0.000     1.000
C5H10              2   386.200     5.489     0.400     0.000     1.000 ! new
IC5H10             2   386.200     5.489     0.400     0.000     1.000
C5H9               2   396.800     5.458     0.000     0.000     1.000 ! new 
IC5H9              2   396.800     5.458     0.000     0.000     1.000  
C6H2               1   357.000     5.180     0.000     0.000     1.000
C6H3               2   357.000     5.180     0.000     0.000     1.000  ! new
O-C6H4             2   412.300     5.349     0.000     0.000     1.000 ! new
L-C6H4             2   412.300     5.349     0.000     0.000     1.000 ! new
C6H5               2   412.300     5.349     0.000     0.000     1.000 ! JAM
C6H5(L)            2   412.300     5.349     0.000     0.000     1.000 ! JAM
C6H5O              2   450.000     5.500     0.000     0.000     1.000 ! JAM
C6H14              2   427.400     5.946     0.000     0.000     1.000 ! new
IC6H14             2   427.400     5.946     0.000     0.000     1.000
C6H13              2   427.400     5.946     0.000     0.000     1.000 ! new 
IC6H13             2   427.400     5.946     0.000     0.000     1.000 
C6H12              2   485.857     5.328     0.000     0.000     1.000 ! new
IC6H12             2   485.857     5.328     0.000     0.000     1.000
C6H11              2   423.200     5.834     0.400     0.000     1.000 ! new
IC6H11             2   423.200     5.834     0.400     0.000     1.000
C6H12O             2   541.500     5.674     1.800     0.000     1.000 ! new
IC6H12O            2   541.500     5.674     1.800     0.000     1.000 
C6H13O2            2   588.653     5.943     0.000     0.000     1.000 ! new
IC6H13O2           2   588.653     5.943     0.000     0.000     1.000 
C6H14O2            2   591.585     5.960     0.000     0.000     1.000 ! new
IC6H14O2           2   591.585     5.960     0.000     0.000     1.000
C6H13O             2   540.597     5.662     0.000     0.000     1.000 ! new
IC6H13O            2   540.597     5.662     0.000     0.000     1.000 
C6H11O             2   541.500     5.674     1.800     0.000     1.000 ! new  
IC6H11O            2   541.500     5.674     1.800     0.000     1.000              
C5H5OH             2   450.000     5.500     0.000     0.000     1.000 ! JAM
C6H6               2   412.300     5.349     0.000     0.000     1.000 ! SVE
C6H7               2   412.300     5.349     0.000     0.000     1.000 ! JAM
C6H5CH3            2   495.300     5.680     0.430     12.30     1.000 ! new
C6H5CH2            2   495.300     5.680     0.000     0.000     1.000 ! new
C6H5CH2OH          2   622.400     5.530     0.000     0.000     1.000 ! new
C6H5CHO            2   622.400     5.530     0.000     0.000     1.000 ! new
C6H5CO             2   622.400     5.530     0.000     0.000     1.000 ! new
C6H4O2             2   450.000     5.500     0.000     0.000     1.000 ! new 
C6H5OH             2   450.000     5.500     0.000     0.000     1.000 ! new
HOC6H4CH3          2   621.100     5.640     0.000     0.000     1.000 ! new
OC6H4CH3           2   621.100     5.640     0.000     0.000     1.000 ! new
C6H4CH3            2   495.300     5.680     0.000     0.000     1.000 ! new
CH                 1    80.000     2.750     0.000     0.000     0.000
CH2                1   144.000     3.800     0.000     0.000     0.000
T-CH2              1   144.000     3.800     0.000     0.000     0.000
CH2(S)             1   144.000     3.800     0.000     0.000     0.000
CH2(SING)          1   144.000     3.800     0.000     0.000     0.000
CH2CHCCH           2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH2CHCCH2          2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH2CHCH2           2   260.000     4.850     0.000     0.000     1.000 ! JAM
CH2CHCHCH          2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH2CHCHCH2         2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH2CO              2   436.000     3.970     0.000     0.000     2.000
CH2O               2   498.000     3.590     0.000     0.000     2.000
CH3                1   144.000     3.800     0.000     0.000     0.000
CH3CC              2   252.000     4.760     0.000     0.000     1.000 ! JAM
CH3CCCH2           2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH3CCCH3           2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH3CCH2            2   260.000     4.850     0.000     0.000     1.000 ! JAM
CH3CHCH            2   260.000     4.850     0.000     0.000     1.000 ! JAM
CH3CH2CCH          2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH3CHO             2   436.000     3.970     0.000     0.000     2.000
CH3CO              2   436.000     3.970     0.000     0.000     2.000
CH3O               2   417.000     3.690     1.700     0.000     2.000
CH3O2              2   481.800     3.626     0.000     0.000     1.000 ! wjp
CH3OH              2   481.800     3.626     0.000     0.000     1.000 ! SVE
CH3O2H             2   481.800     3.626     0.000     0.000     1.000 ! wjp
CH4                2   141.400     3.746     0.000     2.600    13.000
CH4O               2   417.000     3.690     1.700     0.000     2.000
CN                 1    75.000     3.856     0.000     0.000     1.000  !(OIS)
CNC                1   232.400     3.828     0.000     0.000     1.000 ! OIS
CNN                1   232.400     3.828     0.000     0.000     1.000 ! OIS
CO                 1    98.100     3.650     0.000     1.950     1.800
CO2                1   244.000     3.763     0.000     2.650     2.100
CH2CH2OH           2   470.600     4.410     0.000     0.000     1.500  ! new
CH3CHOH            2   470.600     4.410     0.000     0.000     1.500  ! new 
HCOOH              2   481.800     3.626     1.7       0.000     1.000  ! new 
CH2*               1   144.000     3.800     0.000     0.000     0.000  ! new
H2CC               1   209.000     4.100     0.000     0.000     2.500  ! new
CH2OCH             2   436.000     3.970     0.000     0.000     2.000  ! new
CH2OCH2            2   436.000     3.970     0.000     0.000     2.000  ! new
CL                 0   130.8       3.613     0.000     0.000     1.000  !(singh)
CL-                0   130.8       3.613     0.000     0.000     1.000  !(singh)
Br                 0   130.8       3.613     0.000     0.000     1.000  !(singh)
E                  0   850.        425.      0.000     0.000     1.000  !Smet
F                  0    80.000     2.750     0.000     0.000     0.000
F2                 1   125.700     3.301     0.000     1.600     3.800
H                  0   145.000     2.050     0.000     0.000     0.000
H2C4O              2   357.000     5.180     0.000     0.000     1.000 ! JAM
H2                 1    38.000     2.920     0.000     0.790   280.000
H2CCCCH            2   357.000     5.180     0.000     0.000     1.000 ! JAM
H2CCCCH2           2   357.000     5.180     0.000     0.000     1.000 ! JAM
H2CCCH             2   252.000     4.760     0.000     0.000     1.000 ! JAM
H2CN               1   569.000     3.630     0.000     0.000     1.000 ! os/jm
H2NO               2   116.700     3.492     0.000     0.000     1.000 ! JAM
H2O                2   572.400     2.605     1.844     0.000     4.000
H2O2               2   107.400     3.458     0.000     0.000     3.800
H2S                2   301.000     3.600     0.000     0.000     1.000  !(OIS)
HC2N2              1   349.000     4.361     0.000     0.000     1.000 ! OIS
HCCHCCH            2   357.000     5.180     0.000     0.000     1.000 ! JAM
HCCO               2   150.000     2.500     0.000     0.000     1.000  !(*)
HCCOH              2   436.000     3.970     0.000     0.000     2.000
HCN                1   569.000     3.630     0.000     0.000     1.000  !(OIS)
HCNO               2   232.400     3.828     0.000     0.000     1.000 ! JAM
HCO                2   498.000     3.590     0.000     0.000     0.000
HCO+               1   498.000     3.590     0.000     0.000     0.000
HCL                1   344.7       3.339     0.000     0.000     1.000  !(singh)
HF                 1   330.000     3.148     1.920     2.460     1.000 ! sv/mec
HF0                1   352.000     2.490     1.730     0.000     5.000
HF1                1   352.000     2.490     1.730     0.000     5.000
HF2                1   352.000     2.490     1.730     0.000     5.000
HF3                1   352.000     2.490     1.730     0.000     5.000
HF4                1   352.000     2.490     1.730     0.000     5.000
HF5                1   352.000     2.490     1.730     0.000     5.000
HF6                1   352.000     2.490     1.730     0.000     5.000
HF7                1   352.000     2.490     1.730     0.000     5.000
HF8                1   352.000     2.490     1.730     0.000     5.000
CH2HCO             2   436.000     3.970     0.000     0.000     2.000
CH2CHO             2   436.000     3.970     0.000     0.000     2.000 
CH2CHCO            2   436.000     3.970     0.000     0.000     2.000
CH3CHOCH2          2   470.600     4.410     0.000     0.000     1.500  ! new 
CH3CH2CHO          2   470.600     4.410     0.000     0.000     1.500  ! new 
CH3COCH3           2   470.600     4.410     0.000     0.000     1.500  ! new 
CH2CHCHCHO         2   470.600     4.410     0.000     0.000     1.500  ! new 
CH3CHCHCO          2   470.600     4.410     0.000     0.000     1.500  ! new 
C2H3CHOCH2         2   470.600     4.410     0.000     0.000     1.500  ! new 
C4H6O23            2   470.600     4.410     0.000     0.000     1.500  ! new 
CH3CHCHCHO         2   470.600     4.410     0.000     0.000     1.500  ! new 
C4H6O25            2   470.600     4.410     0.000     0.000     1.500  ! new 
HOCN               2   232.400     3.828     0.000     0.000     1.000  !(JAM)
HNCO               2   232.400     3.828     0.000     0.000     1.000  !(OIS)
HNNO               2   232.400     3.828     0.000     0.000     1.000  !(*)
HNO                2   116.700     3.492     0.000     0.000     1.000  !(*)
HNOH               2   116.700     3.492     0.000     0.000     1.000 ! JAM
HO2                2   107.400     3.458     0.000     0.000     1.000  !(*)
HSO2               2   252.000     4.290     0.000     0.000     1.000  !(OIS)
HE                 0    10.200     2.576     0.000     0.000     0.000  !(*)
K                  0   850.        4.25      0.000     0.000     1.000  !(singh)
KCL                1  1989.        4.186     0.000     0.000     1.000  !(singh)
KO                 1   383.0       3.812     0.000     0.000     1.000  !(singh)
KOH                2  1213.        4.52      0.000     0.000     1.000  !(singh)
KO2                2  1213.        4.69      0.000     0.000     1.000  !(singh)
KH                 1    93.3       3.542     0.000     0.000     1.000  !(singh)
K+                 0   850.        4.25      0.000     0.000     1.000  !(singh)
N                  0    71.400     3.298     0.000     0.000     0.000  !(*)
N2                 1    97.530     3.621     0.000     1.760     4.000
N2H                2    71.400     3.798     0.000     0.000     1.000  !(*)
N2H2               2    71.400     3.798     0.000     0.000     1.000  !(*)
N2H3               2   200.000     3.900     0.000     0.000     1.000  !(*)
N2H4               2   205.000     4.230     0.000     4.260     1.500
N2O                1   232.400     3.828     0.000     0.000     1.000  !(*)
NCN                1   232.400     3.828     0.000     0.000     1.000 ! OIS
NCO                1   232.400     3.828     0.000     0.000     1.000  !(OIS)
NH                 1    80.000     2.650     0.000     0.000     4.000
NH2                2    80.000     2.650     0.000     2.260     4.000
NH3                2   481.000     2.920     1.470     0.000    10.000
NNH                2    71.400     3.798     0.000     0.000     1.000  !(*)
NO                 1    97.530     3.621     0.000     1.760     4.000
NCNO               2   232.400     3.828     0.000     0.000     1.000 ! OIS
NO2                2   200.000     3.500     0.000     0.000     1.000  !(*)
NO3                2   200.000     3.500     0.000     0.000     1.000 
O                  0    80.000     2.750     0.000     0.000     0.000
O2                 1   107.400     3.458     0.000     1.600     3.800
O3                 2   180.000     4.100     0.000     0.000     2.000
OH                 1    80.000     2.750     0.000     0.000     0.000
S                  0   847.000     3.839     0.000     0.000     0.000  !(OIS)
S2                 1   847.000     3.900     0.000     0.000     1.000  !(OIS)
SH                 1   847.000     3.900     0.000     0.000     1.000  !(OIS)
SO                 1   301.000     3.993     0.000     0.000     1.000  !(OIS)
SO2                2   252.000     4.290     0.000     0.000     1.000  !(OIS)
SO3                2   378.400     4.175     0.000     0.000     1.000  !(OIS)
C7H16              2   459.6       6.253     0.0       0.0       1.0 !   TCPC
IIC7H16            2   459.6       6.253     0.0       0.0       1.0 
C7H15              2   459.6       6.253     0.0       0.0       1.0 !   WJP
IIC7H15            2   459.6       6.253     0.0       0.0       1.0
C7H15O2            2   561.0       6.317     1.7       0.0       1.0 !   WJP
IIC7H15O2          2   561.0       6.317     1.7       0.0       1.0
C7H16O2            2   561.0       6.317     1.7       0.0       1.0 !
IIC7H16O2          2   561.0       6.317     1.7       0.0       1.0
C7H15O             2   561.0       6.317     1.7       0.0       1.0 ! 
IIC7H15O           2   561.0       6.317     1.7       0.0       1.0
C7H14O             2   561.0       6.317     1.7       0.0       1.0 ! 
IIC7H14O           2   561.0       6.317     1.7       0.0       1.0
C7H13O             2   561.0       6.317     1.7       0.0       1.0 ! 
IIC7H13O           2   561.0       6.317     1.7       0.0       1.0 
C7H14              2   457.8       6.173     0.3       0.0       1.0 !
IIC7H14            2   457.8       6.173     0.3       0.0       1.0
C7H13              2   457.8       6.173     0.3       0.0       1.0 !
IIC7H13            2   457.8       6.173     0.3       0.0       1.0
C8H18              2   458.5       6.414     0.0       0.0       1.0 !   WJP
IIIC8H18           2   458.5       6.414     0.0       0.0       1.0 
C8H17              2   458.5       6.414     0.0       0.0       1.0 ! 
IIIC8H17           2   458.5       6.414     0.0       0.0       1.0
C8H17O2            2   581.3       6.506     2.0       0.0       1.0 ! 
IIIC8H17O2         2   581.3       6.506     2.0       0.0       1.0
C8H18O2            2   581.3       6.506     2.0       0.0       1.0 ! 
IIIC8H18O2         2   581.3       6.506     2.0       0.0       1.0
C8H17O             2   581.3       6.506     2.0       0.0       1.0 !
IIIC8H17O          2   581.3       6.506     2.0       0.0       1.0 
C8H16O             2   581.3       6.506     2.0       0.0       1.0 !
IIIC8H16O          2   581.3       6.506     2.0       0.0       1.0
C8H15O             2   581.3       6.506     2.0       0.0       1.0 !
IIIC8H15O          2   581.3       6.506     2.0       0.0       1.0
C8H16              2   538.1       6.112     0.0       0.0       1.0 !
IIIC8H16           2   538.1       6.112     0.0       0.0       1.0
C8H15              2   485.6       6.440     0.3       0.0       1.0 ! 
IIIC8H15           2   485.6       6.440     0.3       0.0       1.0
C9H20              2   660.032     6.467     0.000     0.000     1.000 
C9H19              2   660.032     6.467     0.000     0.000     1.000
C9H19O2            2   660.032     6.467     0.000     0.000     1.000
C9H20O2            2   660.032     6.467     0.000     0.000     1.000
C9H19O             2   660.032     6.467     0.000     0.000     1.000
C9H18              2   655.390     6.331     0.000     0.000     1.000 
C9H17              2   655.390     6.331     0.000     0.000     1.000
C9H18O             2   655.390     6.331     0.000     0.000     1.000 
C9H17O             2   655.390     6.331     0.000     0.000     1.000
C10H22             2   540.0       7.085     0.0       0.0       1.0 !
C10H21             2   704.920     6.690     0.000    19.100     1.000
C10H20             2   698.122     6.578     0.000     0.000     1.000  
C10H19             2   698.122     6.578     0.000     0.000     1.000
C10H21O2           2   704.920     6.690     0.000    19.100     1.000
C10H22O2           2   600.6       7.229     1.8       0.0       1.0 !
C10H21O            2   704.920     6.690     0.000    19.100     1.000
C10H20O            2   698.122     6.578     0.000     0.000     1.000 
C10H19O            2   698.122     6.578     0.000     0.000     1.000
C11H24             2   750.460     6.834     0.000     0.000     1.000 
C11H23             2   750.460     6.834     0.000     0.000     1.000
C11H23O2           2   750.460     6.834     0.000     0.000     1.000
C11H24O2           2   750.460     6.834     0.000     0.000     1.000
C11H23O            2   750.460     6.834     0.000     0.000     1.000
C11H22             2   763.817     6.688     0.000     0.000     1.000
C11H21             2   763.817     6.688     0.000     0.000     1.000
C11H22O            2   763.817     6.688     0.000     0.000     1.000
C11H21O            2   763.817     6.688     0.000     0.000     1.000
C12H26             2   789.160     7.060     0.000    22.750     1.000
C12H25             2   789.160     7.060     0.000    22.750     1.000
C12H25O2           2   789.160     7.060     0.000    22.750     1.000
C12H26O2           2   789.160     7.060     0.000    22.750     1.000
C12H25O            2   789.160     7.060     0.000    22.750     1.000
C12H24             2   775.294     7.090     0.000     0.000     1.000 
C12H23             2   775.294     7.090     0.000     0.000     1.000 
C12H24O            2   775.294     7.090     0.000     0.000     1.000 
C12H23O            2   775.294     7.090     0.000     0.000     1.000
C13H28             2   357.000     5.176     0.000     0.000     1.000 
C13H27             2   357.000     5.176     0.000     0.000     1.000
C13H26             2   357.000     5.176     0.000     0.000     1.000
C13H25             2   357.000     5.176     0.000     0.000     1.000 
C13H27O2           2   357.000     5.176     0.000     0.000     1.000
C13H28O2           2   357.000     5.176     0.000     0.000     1.000
C13H27O            2   357.000     5.176     0.000     0.000     1.000
C13H26O            2   357.000     5.176     0.000     0.000     1.000
C13H25O            2   357.000     5.176     0.000     0.000     1.000
C14H30             2   357.000     5.176     0.000     0.000     1.000 !YES
C14H29             2   357.000     5.176     0.000     0.000     1.000
C14H29O2           2   357.000     5.176     0.000     0.000     1.000
C14H30O2           2   357.000     5.176     0.000     0.000     1.000
C14H29O            2   357.000     5.176     0.000     0.000     1.000
C14H28O            2   357.000     5.176     0.000     0.000     1.000
C14H27O            2   357.000     5.176     0.000     0.000     1.000
C14H28             2   357.000     5.176     0.000     0.000     1.000
C14H27             2   357.000     5.176     0.000     0.000     1.000
C15H32             2   357.000     5.176     0.000     0.000     1.000
C15H31             2   357.000     5.176     0.000     0.000     1.000
C15H31O2           2   357.000     5.176     0.000     0.000     1.000
C15H32O2           2   357.000     5.176     0.000     0.000     1.000
C15H31O            2   357.000     5.176     0.000     0.000     1.000
C15H30O            2   357.000     5.176     0.000     0.000     1.000
C15H29O            2   357.000     5.176     0.000     0.000     1.000
C15H30             2   357.000     5.176     0.000     0.000     1.000
C15H29             2   357.000     5.176     0.000     0.000     1.000
C16H34             2   357.000     5.176     0.000     0.000     1.000  !YES
C16H33             2   357.000     5.176     0.000     0.000     1.000
C16H33O2           2   357.000     5.176     0.000     0.000     1.000
C16H34O2           2   357.000     5.176     0.000     0.000     1.000
C16H33O            2   357.000     5.176     0.000     0.000     1.000
C16H32O            2   357.000     5.176     0.000     0.000     1.000
C16H31O            2   357.000     5.176     0.000     0.000     1.000
C16H32             2   357.000     5.176     0.000     0.000     1.000
C16H31             2   357.000     5.176     0.000     0.000     1.000
!
! Local Additions for Silicon CVD
!
H2SISIH2           2   312.6       4.601     0.000     0.000     1.000  !(mec)
H3SISIH            2   312.6       4.601     0.000     0.000     1.000  !(mec)
SI                 0  3036.        2.910     0.000     0.000     0.000  !(mec)
SIH                1    95.8       3.662     0.000     0.000     1.000  !(mec)
SIH2               2   133.1       3.803     0.000     0.000     1.000  !(mec)
SIH2(3)            2   133.1       3.803     0.000     0.000     1.000  !(mec)
SIH3               2   170.3       3.943     0.000     0.000     1.000  !(mec)
SIH4               2   207.6       4.084     0.000     0.000     1.000  !(mec)
SI2                1  3036.        3.280     0.000     0.000     1.000  !(mec)
SI2H2              2   323.8       4.383     0.000     0.000     1.000  !(mec)
SI2H3              2   318.2       4.494     0.000     0.000     1.000  !(mec)
SI2H4              2   312.6       4.601     0.000     0.000     1.000  !(mec)
SI2H5              2   306.9       4.717     0.000     0.000     1.000  !(mec)
SI2H6              2   301.3       4.828     0.000     0.000     1.000  !(mec)
SI3                2  3036.        3.550     0.000     0.000     1.000  !(mec)
SI3H8              2   331.2       5.562     0.000     0.000     1.000  !(mec)
C-SI3H6            2   331.2       5.562     0.000     0.000     1.000  !(mec)
SIH3SIH2SIH        2   331.2       5.562     0.000     0.000     1.000  !(mec)
!
! Local Additions for GaAs MOCVD
!
AS                 0  1045.5       4.580     0.000     0.000     0.000  !(mec)
ASH                1   199.3       4.215     0.000     0.000     1.000  !(mec)
ASH2               2   229.6       4.180     0.000     0.000     1.000  !(mec)
ASH3               2   259.8       4.145     0.000     0.000     1.000  !(mec)
AsH3               2   259.8       4.145     0.000     0.000     1.000
!(Reid et al.)
AS2                1   1045.5      5.510     0.000     0.000     1.000  !(mec)
GA                 0  2961.8       4.62      0.000     0.000     0.000  !(mec)
GAH                1   335.5       4.24      0.000     0.000     1.000  !(mec)
GAME               2   972.7       4.92      0.000     0.000     1.000  !(mec)
GAME2              2   675.8       5.22      0.000     0.000     1.000  !(mec)
GAME3              2   378.2       5.52      0.000     0.000     1.000  !(mec)
GaMe3              2   378.2       5.52      0.000     0.000     1.000  !(mec)
TMG                2   378.2       5.52      0.000     0.000     1.000  !(mec)
DMG                2   675.8       5.22      0.000     0.000     1.000  !(mec)
GACH3              2   972.7       4.92      0.000     0.000     1.000  !(mec)
H2ASCH3            2   408.0       4.73      0.000     0.000     1.000  !(mec)
Al2Me6           2  471.     6.71   0.0    0.0    1.0   ! hkm 11/94
AlMe3            2  471.     5.30   0.0    0.0    1.0   ! hkm 11/94
!
! Local Additions for Silicon Nitride CVD
!
SIF                1   585.0       3.318     0.000     0.000     1.000  !(sve)
SIF3               2   309.6       4.359     0.000     0.000     1.000  !(mec)
SIF3NH2            2   231.0       4.975     0.000     0.000     1.000  !(mec)
SIF4               2   171.9       4.880     0.000     0.000     1.000  !(sve)
SIHF3              2   180.8       4.681     0.000     0.000     1.000  !(mec)
!
! Local Additions for SiO2 CVD
!
C2H5OH             2   362.6       4.53      0.000     0.000     1.000  !(sve)
OSI(OC2H5)2        2   522.7       7.03      0.000     0.000     1.000  !(mec)
Si(OC2H5)4         2   522.7       7.03      0.000     0.000     1.000  !(mec)
Si(OH)(OC2H5)3     2   522.7       7.03      0.000     0.000     1.000  !(noest)
SI(OC2H5)4         2   522.7       7.03      0.000     0.000     1.000  !(mec)
SI(OH)(OC2H5)3     2   522.7       7.03      0.000     0.000     1.000  !(noest)
SI(OH)2(OC2H5)2    2   522.7       6.35      0.000     0.000     1.000  !(noest)
Si(OH)2(OC2H5)2    2   522.7       6.35      0.000     0.000     1.000  !(noest)
SI(OH)3(OC2H5)     2   522.7       5.75      0.000     0.000     1.000  !(noest)
